Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/TC_Trans_TransHist,,,,2022-12-09 20:53:23,2022-12-09 20:53:26,3.090s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC009_TransactionHist""))",,,,2022-12-09 20:53:24,2022-12-09 20:53:25,0.454s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:53:25,2022-12-09 20:53:25,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC010_TransHistLink""))",,,,2022-12-09 20:53:25,2022-12-09 20:53:25,0.550s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:53:25,2022-12-09 20:53:25,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC011_TransHistPost""))",,,,2022-12-09 20:53:25,2022-12-09 20:53:26,0.412s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:53:26,2022-12-09 20:53:26,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC012_TransHistPut""))",,,,2022-12-09 20:53:26,2022-12-09 20:53:26,0.400s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:53:26,2022-12-09 20:53:26,0.005s,PASSED
,,,,,,,
Test Cases/TC_Trans_TransHistID,,,,2022-12-09 20:53:26,2022-12-09 20:53:29,2.968s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC013_TransID""))",,,,2022-12-09 20:53:27,2022-12-09 20:53:28,0.422s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:53:28,2022-12-09 20:53:28,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC014_TransHistIDWrong""))",,,,2022-12-09 20:53:28,2022-12-09 20:53:28,0.407s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:53:28,2022-12-09 20:53:28,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC015_TransHistIDPost""))",,,,2022-12-09 20:53:28,2022-12-09 20:53:29,0.488s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:53:29,2022-12-09 20:53:29,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC016_TransHistIDPut""))",,,,2022-12-09 20:53:29,2022-12-09 20:53:29,0.421s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:53:29,2022-12-09 20:53:29,0.005s,PASSED
,,,,,,,
Test Cases/TC_Trans_UpTransStat,,,,2022-12-09 20:53:29,2022-12-09 20:53:33,3.434s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC017_UpdateTransStat""))",,,,2022-12-09 20:53:30,2022-12-09 20:53:31,0.887s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:53:31,2022-12-09 20:53:31,0.007s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC020_UpTransStatBod""))",,,,2022-12-09 20:53:31,2022-12-09 20:53:32,0.419s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:53:32,2022-12-09 20:53:32,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC021_UpTransStatGet""))",,,,2022-12-09 20:53:32,2022-12-09 20:53:32,0.428s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:53:32,2022-12-09 20:53:32,0.006s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC022_UpTransStatPost""))",,,,2022-12-09 20:53:32,2022-12-09 20:53:32,0.414s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:53:32,2022-12-09 20:53:32,0.006s,PASSED
,,,,,,,
Test Cases/TC_TransLoginAdmin,,,,2022-12-09 20:53:33,2022-12-09 20:53:40,7.844s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC005_loginAdmin""))",,,,2022-12-09 20:53:34,2022-12-09 20:53:35,1.605s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:53:35,2022-12-09 20:53:35,0.006s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC006_LogAdmLink""))",,,,2022-12-09 20:53:35,2022-12-09 20:53:36,0.430s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:53:36,2022-12-09 20:53:36,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC007_LogAdmPOST""))",,,,2022-12-09 20:53:36,2022-12-09 20:53:39,2.818s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:53:39,2022-12-09 20:53:39,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC008_LogAdPut""))",,,,2022-12-09 20:53:39,2022-12-09 20:53:40,1.748s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:53:40,2022-12-09 20:53:40,0.003s,PASSED
