Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"response = sendRequest(findTestObject(""Product/AE010_AllProdPut""))",,,,2022-12-09 20:36:53,2022-12-09 20:36:54,0.707s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:36:54,2022-12-09 20:36:54,0.003s,PASSED
,,,,,,,
Test Cases/TC_Product_ProductListByCategory,,,,2022-12-09 20:36:54,2022-12-09 20:37:06,12.763s,PASSED
"response = sendRequest(findTestObject(""Product/AE024_GetCateListByProdData""))",,,,2022-12-09 20:36:54,2022-12-09 20:36:55,0.457s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:36:55,2022-12-09 20:36:55,0.003s,PASSED
"response = sendRequest(findTestObject(""Product/AE025_GetCateListByProdPulsa""))",,,,2022-12-09 20:36:55,2022-12-09 20:36:56,1.176s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:36:56,2022-12-09 20:36:56,0.003s,PASSED
"response = sendRequest(findTestObject(""Product/AE026_GetCateListByProdLink""))",,,,2022-12-09 20:36:56,2022-12-09 20:36:56,0.281s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:36:56,2022-12-09 20:36:56,0.004s,PASSED
"response = sendRequest(findTestObject(""Product/AE027_GetCateListByProdPost""))",,,,2022-12-09 20:36:56,2022-12-09 20:37:02,5.832s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:37:02,2022-12-09 20:37:02,0.005s,PASSED
"response = sendRequest(findTestObject(""Product/AE028_GetCateListByProdPut""))",,,,2022-12-09 20:37:02,2022-12-09 20:37:06,4.363s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:37:06,2022-12-09 20:37:06,0.003s,PASSED
,,,,,,,
Test Cases/TC_Product_ProductListByType,,,,2022-12-09 20:37:06,2022-12-09 20:37:43,36.896s,PASSED
"response = sendRequest(findTestObject(""Product/AE029_GetProdListByTypeDaily""))",,,,2022-12-09 20:37:07,2022-12-09 20:37:07,0.285s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:37:07,2022-12-09 20:37:07,0.002s,PASSED
"response = sendRequest(findTestObject(""Product/AE030_GetProdListByTypeBills""))",,,,2022-12-09 20:37:07,2022-12-09 20:37:07,0.258s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:37:07,2022-12-09 20:37:07,0.002s,PASSED
"response = sendRequest(findTestObject(""Product/AE031_GetProdListByTypeLink""))",,,,2022-12-09 20:37:07,2022-12-09 20:37:08,0.532s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:37:08,2022-12-09 20:37:08,0.003s,PASSED
"response = sendRequest(findTestObject(""Product/AE032_GetProdListByTypePost""))",,,,2022-12-09 20:37:08,2022-12-09 20:37:12,4.452s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:37:12,2022-12-09 20:37:12,0.002s,PASSED
"response = sendRequest(findTestObject(""Product/AE033_GetProdListByTypePut""))",,,,2022-12-09 20:37:12,2022-12-09 20:37:43,30.859s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:37:43,2022-12-09 20:37:43,0.003s,PASSED
,,,,,,,
Test Cases/TC_Product_TotalProduct,,,,2022-12-09 20:37:43,2022-12-09 20:38:04,20.390s,PASSED
"response = sendRequest(findTestObject(""Product/AE011_GetTotalProduct""))",,,,2022-12-09 20:37:44,2022-12-09 20:37:56,12.388s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:37:56,2022-12-09 20:37:56,0.002s,PASSED
"response = sendRequest(findTestObject(""Product/AE012_TotalProdLink""))",,,,2022-12-09 20:37:56,2022-12-09 20:38:03,6.906s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:03,2022-12-09 20:38:03,0.002s,PASSED
"response = sendRequest(findTestObject(""Product/AE013_TotProdPost""))",,,,2022-12-09 20:38:03,2022-12-09 20:38:03,0.207s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:03,2022-12-09 20:38:03,0.001s,PASSED
"response = sendRequest(findTestObject(""Product/AE014_TotProdPut""))",,,,2022-12-09 20:38:03,2022-12-09 20:38:04,0.269s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:38:04,2022-12-09 20:38:04,0.002s,PASSED
,,,,,,,
Test Cases/TC_ProductListByType,,,,2022-12-09 20:38:04,2022-12-09 20:38:06,2.292s,PASSED
"response = sendRequest(findTestObject(""Product/AE029_GetProdListByTypeDaily""))",,,,2022-12-09 20:38:04,2022-12-09 20:38:04,0.476s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:04,2022-12-09 20:38:04,0.002s,PASSED
"response = sendRequest(findTestObject(""Product/AE030_GetProdListByTypeBills""))",,,,2022-12-09 20:38:04,2022-12-09 20:38:05,0.281s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:05,2022-12-09 20:38:05,0.001s,PASSED
"response = sendRequest(findTestObject(""Product/AE031_GetProdListByTypeLink""))",,,,2022-12-09 20:38:05,2022-12-09 20:38:05,0.442s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:05,2022-12-09 20:38:05,0.002s,PASSED
"response = sendRequest(findTestObject(""Product/AE032_GetProdListByTypePost""))",,,,2022-12-09 20:38:05,2022-12-09 20:38:06,0.496s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:06,2022-12-09 20:38:06,0.002s,PASSED
"response = sendRequest(findTestObject(""Product/AE033_GetProdListByTypePut""))",,,,2022-12-09 20:38:06,2022-12-09 20:38:06,0.222s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:38:06,2022-12-09 20:38:06,0.001s,PASSED
,,,,,,,
Test Cases/TC_Trans_AllTrans,,,,2022-12-09 20:38:06,2022-12-09 20:38:15,9.358s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC023_GetAllTrans""))",,,,2022-12-09 20:38:07,2022-12-09 20:38:08,1.088s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:08,2022-12-09 20:38:08,0.006s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC024_GetAllTransFail""))",,,,2022-12-09 20:38:08,2022-12-09 20:38:13,4.986s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:13,2022-12-09 20:38:13,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC025_GetAllTransPend""))",,,,2022-12-09 20:38:13,2022-12-09 20:38:13,0.290s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:13,2022-12-09 20:38:13,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC026_GetAllTransLink""))",,,,2022-12-09 20:38:13,2022-12-09 20:38:13,0.529s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:13,2022-12-09 20:38:13,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC027_GetAllTransPost""))",,,,2022-12-09 20:38:13,2022-12-09 20:38:14,0.336s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:14,2022-12-09 20:38:14,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC028_GetAllTransPut""))",,,,2022-12-09 20:38:14,2022-12-09 20:38:15,1.469s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:15,2022-12-09 20:38:15,0.002s,PASSED
,,,,,,,
Test Cases/TC_Trans_LoginUser,,,,2022-12-09 20:38:15,2022-12-09 20:38:18,2.953s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC001_loginUser""))",,,,2022-12-09 20:38:16,2022-12-09 20:38:16,0.515s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:16,2022-12-09 20:38:16,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC002_LogUserLink""))",,,,2022-12-09 20:38:16,2022-12-09 20:38:17,0.471s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:17,2022-12-09 20:38:17,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC003_LogUserPOST""))",,,,2022-12-09 20:38:17,2022-12-09 20:38:17,0.303s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:17,2022-12-09 20:38:17,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC004_LogUserPut""))",,,,2022-12-09 20:38:17,2022-12-09 20:38:18,1.127s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:38:18,2022-12-09 20:38:18,0.002s,PASSED
,,,,,,,
Test Cases/TC_Trans_RevTrans,,,,2022-12-09 20:38:18,2022-12-09 20:38:24,6.245s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC037_RevTrans""))",,,,2022-12-09 20:38:19,2022-12-09 20:38:22,3.083s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:22,2022-12-09 20:38:22,0.004s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC038_RevTransLinkBod""))",,,,2022-12-09 20:38:22,2022-12-09 20:38:22,0.252s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:22,2022-12-09 20:38:22,0.005s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC039_RevTransLink""))",,,,2022-12-09 20:38:22,2022-12-09 20:38:22,0.318s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:22,2022-12-09 20:38:22,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC040_RevTransBod""))",,,,2022-12-09 20:38:22,2022-12-09 20:38:23,0.558s,PASSED
"verifyResponseStatusCode(response, statusCode5)",,,,2022-12-09 20:38:23,2022-12-09 20:38:23,0.002s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC041_RevTransGet""))",,,,2022-12-09 20:38:23,2022-12-09 20:38:24,0.910s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:24,2022-12-09 20:38:24,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC042_RevTransPut""))",,,,2022-12-09 20:38:24,2022-12-09 20:38:24,0.550s,PASSED
"verifyResponseStatusCode(response, statusCode6)",,,,2022-12-09 20:38:24,2022-12-09 20:38:24,0.003s,PASSED
,,,,,,,
Test Cases/TC_Trans_SubTrans,,,,2022-12-09 20:38:25,2022-12-09 20:38:38,13.709s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC031_SubTrans""))",,,,2022-12-09 20:38:26,2022-12-09 20:38:29,3.487s,PASSED
"verifyResponseStatusCode(response, statusCode)",,,,2022-12-09 20:38:29,2022-12-09 20:38:29,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC032_SubTransLinkBod""))",,,,2022-12-09 20:38:29,2022-12-09 20:38:30,0.567s,PASSED
"verifyResponseStatusCode(response, statusCode4)",,,,2022-12-09 20:38:30,2022-12-09 20:38:30,0.003s,PASSED
"response = sendRequest(findTestObject(""Transaction/AC033_SubTransLink""))",,,,2022-12-09 20:38:30,2022-12-09 20:38:30,0.342s,PASSED
